Reference;Name;Category;Short description;Size;Color;Structure;Price/RUB;Images
KF-1578C;"Свитшот ""Cotton"" KF-1578C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9245-large_default/svitshot-cotton-kf-1578c.jpg,https://niko-opt.com/9246-large_default/svitshot-cotton-kf-1578c.jpg
KF-1578C;"Свитшот ""Cotton"" KF-1578C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9245-large_default/svitshot-cotton-kf-1578c.jpg,https://niko-opt.com/9246-large_default/svitshot-cotton-kf-1578c.jpg
KF-1578C;"Свитшот ""Cotton"" KF-1578C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9245-large_default/svitshot-cotton-kf-1578c.jpg,https://niko-opt.com/9246-large_default/svitshot-cotton-kf-1578c.jpg
KF-1579C;"Свитшот ""Cotton"" KF-1579C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9243-large_default/svitshot-cotton-kf-1579c.jpg,https://niko-opt.com/9244-large_default/svitshot-cotton-kf-1579c.jpg
KF-1579C;"Свитшот ""Cotton"" KF-1579C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9243-large_default/svitshot-cotton-kf-1579c.jpg,https://niko-opt.com/9244-large_default/svitshot-cotton-kf-1579c.jpg
KF-1581C;"Свитшот ""Cotton"" KF-1581C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9241-large_default/svitshot-cotton-kf-1581c.jpg,https://niko-opt.com/9242-large_default/svitshot-cotton-kf-1581c.jpg
KF-1581C;"Свитшот ""Cotton"" KF-1581C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9241-large_default/svitshot-cotton-kf-1581c.jpg,https://niko-opt.com/9242-large_default/svitshot-cotton-kf-1581c.jpg
KF-1581C;"Свитшот ""Cotton"" KF-1581C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9241-large_default/svitshot-cotton-kf-1581c.jpg,https://niko-opt.com/9242-large_default/svitshot-cotton-kf-1581c.jpg
KF-1581C;"Свитшот ""Cotton"" KF-1581C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9241-large_default/svitshot-cotton-kf-1581c.jpg,https://niko-opt.com/9242-large_default/svitshot-cotton-kf-1581c.jpg
KF-1582C;"Свитшот ""Cotton"" KF-1582C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9239-large_default/svitshot-cotton-kf-1582c.jpg,https://niko-opt.com/9240-large_default/svitshot-cotton-kf-1582c.jpg
KF-1582C;"Свитшот ""Cotton"" KF-1582C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9239-large_default/svitshot-cotton-kf-1582c.jpg,https://niko-opt.com/9240-large_default/svitshot-cotton-kf-1582c.jpg
KF-1583C;"Свитшот ""Cotton"" KF-1583C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9237-large_default/svitshot-cotton-kf-1583c.jpg,https://niko-opt.com/9238-large_default/svitshot-cotton-kf-1583c.jpg
KF-1583C;"Свитшот ""Cotton"" KF-1583C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9237-large_default/svitshot-cotton-kf-1583c.jpg,https://niko-opt.com/9238-large_default/svitshot-cotton-kf-1583c.jpg
KF-1583C;"Свитшот ""Cotton"" KF-1583C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9237-large_default/svitshot-cotton-kf-1583c.jpg,https://niko-opt.com/9238-large_default/svitshot-cotton-kf-1583c.jpg
KF-1583C;"Свитшот ""Cotton"" KF-1583C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9237-large_default/svitshot-cotton-kf-1583c.jpg,https://niko-opt.com/9238-large_default/svitshot-cotton-kf-1583c.jpg
KF-1583C;"Свитшот ""Cotton"" KF-1583C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9237-large_default/svitshot-cotton-kf-1583c.jpg,https://niko-opt.com/9238-large_default/svitshot-cotton-kf-1583c.jpg
KF-1584C;"Свитшот ""Cotton"" KF-1584C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9235-large_default/svitshot-cotton-kf-1584c.jpg,https://niko-opt.com/9236-large_default/svitshot-cotton-kf-1584c.jpg
KF-1584C;"Свитшот ""Cotton"" KF-1584C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9235-large_default/svitshot-cotton-kf-1584c.jpg,https://niko-opt.com/9236-large_default/svitshot-cotton-kf-1584c.jpg
KF-1584C;"Свитшот ""Cotton"" KF-1584C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9235-large_default/svitshot-cotton-kf-1584c.jpg,https://niko-opt.com/9236-large_default/svitshot-cotton-kf-1584c.jpg
KF-1584C;"Свитшот ""Cotton"" KF-1584C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9235-large_default/svitshot-cotton-kf-1584c.jpg,https://niko-opt.com/9236-large_default/svitshot-cotton-kf-1584c.jpg
KF-1584C;"Свитшот ""Cotton"" KF-1584C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9235-large_default/svitshot-cotton-kf-1584c.jpg,https://niko-opt.com/9236-large_default/svitshot-cotton-kf-1584c.jpg
KF-1586C;"Свитшот ""Cotton"" KF-1586C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9234-large_default/svitshot-cotton-kf-1586c.jpg,https://niko-opt.com/9233-large_default/svitshot-cotton-kf-1586c.jpg
KF-1586C;"Свитшот ""Cotton"" KF-1586C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9234-large_default/svitshot-cotton-kf-1586c.jpg,https://niko-opt.com/9233-large_default/svitshot-cotton-kf-1586c.jpg
KF-1586C;"Свитшот ""Cotton"" KF-1586C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9234-large_default/svitshot-cotton-kf-1586c.jpg,https://niko-opt.com/9233-large_default/svitshot-cotton-kf-1586c.jpg
KF-1586C;"Свитшот ""Cotton"" KF-1586C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9234-large_default/svitshot-cotton-kf-1586c.jpg,https://niko-opt.com/9233-large_default/svitshot-cotton-kf-1586c.jpg
KF-1586C;"Свитшот ""Cotton"" KF-1586C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9234-large_default/svitshot-cotton-kf-1586c.jpg,https://niko-opt.com/9233-large_default/svitshot-cotton-kf-1586c.jpg
KF-1587C;"Свитшот ""Cotton"" KF-1587C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9226-large_default/svitshot-cotton-kf-1587c.jpg,https://niko-opt.com/9227-large_default/svitshot-cotton-kf-1587c.jpg
KF-1587C;"Свитшот ""Cotton"" KF-1587C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9226-large_default/svitshot-cotton-kf-1587c.jpg,https://niko-opt.com/9227-large_default/svitshot-cotton-kf-1587c.jpg
KF-1587C;"Свитшот ""Cotton"" KF-1587C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9226-large_default/svitshot-cotton-kf-1587c.jpg,https://niko-opt.com/9227-large_default/svitshot-cotton-kf-1587c.jpg
KF-1587C;"Свитшот ""Cotton"" KF-1587C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9226-large_default/svitshot-cotton-kf-1587c.jpg,https://niko-opt.com/9227-large_default/svitshot-cotton-kf-1587c.jpg
KF-1587C;"Свитшот ""Cotton"" KF-1587C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9226-large_default/svitshot-cotton-kf-1587c.jpg,https://niko-opt.com/9227-large_default/svitshot-cotton-kf-1587c.jpg
KF-1588C;"Свитшот ""Cotton"" KF-1588C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9228-large_default/svitshot-cotton-kf-1588c.jpg,https://niko-opt.com/9229-large_default/svitshot-cotton-kf-1588c.jpg
KF-1588C;"Свитшот ""Cotton"" KF-1588C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;тёмно-серый;двунитка, дайвинг;1053;https://niko-opt.com/9228-large_default/svitshot-cotton-kf-1588c.jpg,https://niko-opt.com/9229-large_default/svitshot-cotton-kf-1588c.jpg
KF-1589C;"Свитшот ""Cotton"" KF-1589C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;42;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9231-large_default/svitshot-cotton-kf-1589c.jpg,https://niko-opt.com/9230-large_default/svitshot-cotton-kf-1589c.jpg
KF-1589C;"Свитшот ""Cotton"" KF-1589C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;44;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9231-large_default/svitshot-cotton-kf-1589c.jpg,https://niko-opt.com/9230-large_default/svitshot-cotton-kf-1589c.jpg
KF-1589C;"Свитшот ""Cotton"" KF-1589C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;46;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9231-large_default/svitshot-cotton-kf-1589c.jpg,https://niko-opt.com/9230-large_default/svitshot-cotton-kf-1589c.jpg
KF-1589C;"Свитшот ""Cotton"" KF-1589C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;48;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9231-large_default/svitshot-cotton-kf-1589c.jpg,https://niko-opt.com/9230-large_default/svitshot-cotton-kf-1589c.jpg
KF-1589C;"Свитшот ""Cotton"" KF-1589C";Свитшоты;Длина по спинке - 61 см Длина рукава - 62 см;50;светло-серый;двунитка, дайвинг;1053;https://niko-opt.com/9231-large_default/svitshot-cotton-kf-1589c.jpg,https://niko-opt.com/9230-large_default/svitshot-cotton-kf-1589c.jpg
KF-1553A;"Свитшот ""Rosie"" KF-1553A";Свитшоты;Длина по спинке - 54 см Длина рукава - 60 см;42;светло-серый;двунитка, велюр;825;https://niko-opt.com/9251-large_default/svitshot-rosie-kf-1553a.jpg,https://niko-opt.com/9250-large_default/svitshot-rosie-kf-1553a.jpg,https://niko-opt.com/6373-large_default/svitshot-rosie-kf-1553a.jpg
KF-1553A;"Свитшот ""Rosie"" KF-1553A";Свитшоты;Длина по спинке - 54 см Длина рукава - 60 см;44;светло-серый;двунитка, велюр;825;https://niko-opt.com/9251-large_default/svitshot-rosie-kf-1553a.jpg,https://niko-opt.com/9250-large_default/svitshot-rosie-kf-1553a.jpg,https://niko-opt.com/6373-large_default/svitshot-rosie-kf-1553a.jpg
KF-1553B;"Свитшот ""Rosie"" KF-1553B";Свитшоты;Длина по спинке - 54 см Длина рукава - 60 см;42;графит;двунитка, велюр;825;https://niko-opt.com/9249-large_default/svitshot-rosie-kf-1553b.jpg,https://niko-opt.com/6378-large_default/svitshot-rosie-kf-1553b.jpg
KF-1553B;"Свитшот ""Rosie"" KF-1553B";Свитшоты;Длина по спинке - 54 см Длина рукава - 60 см;44;графит;двунитка, велюр;825;https://niko-opt.com/9249-large_default/svitshot-rosie-kf-1553b.jpg,https://niko-opt.com/6378-large_default/svitshot-rosie-kf-1553b.jpg
KF-1802A;Свитшот Marta KF-1802A;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: графит,джинс и пудровый. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;42;графит, джинс, пудра;трикотаж джерси, экокожа;1050;https://niko-opt.com/10736-large_default/svitshot-marta-kf-1802a.jpg,https://niko-opt.com/10737-large_default/svitshot-marta-kf-1802a.jpg
KF-1802A;Свитшот Marta KF-1802A;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: графит,джинс и пудровый. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;44;графит, джинс, пудра;трикотаж джерси, экокожа;1050;https://niko-opt.com/10736-large_default/svitshot-marta-kf-1802a.jpg,https://niko-opt.com/10737-large_default/svitshot-marta-kf-1802a.jpg
KF-1802A;Свитшот Marta KF-1802A;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: графит,джинс и пудровый. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;46;графит, джинс, пудра;трикотаж джерси, экокожа;1050;https://niko-opt.com/10736-large_default/svitshot-marta-kf-1802a.jpg,https://niko-opt.com/10737-large_default/svitshot-marta-kf-1802a.jpg
KF-1802A;Свитшот Marta KF-1802A;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: графит,джинс и пудровый. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;48;графит, джинс, пудра;трикотаж джерси, экокожа;1050;https://niko-opt.com/10736-large_default/svitshot-marta-kf-1802a.jpg,https://niko-opt.com/10737-large_default/svitshot-marta-kf-1802a.jpg
KF-1802B;Свитшот Marta KF-1802B;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: темно-зеленый, графит и бордовый. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;42;темно-зеленый, графит, бордовый;трикотаж джерси, экокожа;1050;https://niko-opt.com/10738-large_default/svitshot-marta-kf-1802b.jpg,https://niko-opt.com/10739-large_default/svitshot-marta-kf-1802b.jpg
KF-1802C;Свитшот Marta KF-1802C;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: синий электрик, серебро и джинс. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;42;электрик, серебро, джинс;трикотаж джерси, экокожа;1050;https://niko-opt.com/10740-large_default/svitshot-marta-kf-1802c.jpg,https://niko-opt.com/10741-large_default/svitshot-marta-kf-1802c.jpg
KF-1802C;Свитшот Marta KF-1802C;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: синий электрик, серебро и джинс. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;44;электрик, серебро, джинс;трикотаж джерси, экокожа;1050;https://niko-opt.com/10740-large_default/svitshot-marta-kf-1802c.jpg,https://niko-opt.com/10741-large_default/svitshot-marta-kf-1802c.jpg
KF-1802C;Свитшот Marta KF-1802C;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: синий электрик, серебро и джинс. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;46;электрик, серебро, джинс;трикотаж джерси, экокожа;1050;https://niko-opt.com/10740-large_default/svitshot-marta-kf-1802c.jpg,https://niko-opt.com/10741-large_default/svitshot-marta-kf-1802c.jpg
KF-1802C;Свитшот Marta KF-1802C;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: синий электрик, серебро и джинс. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;48;электрик, серебро, джинс;трикотаж джерси, экокожа;1050;https://niko-opt.com/10740-large_default/svitshot-marta-kf-1802c.jpg,https://niko-opt.com/10741-large_default/svitshot-marta-kf-1802c.jpg
KF-1802D;Свитшот Marta KF-1802D;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: красный, золото и черный. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;42;красный, золото, черный;трикотаж джерси, экокожа;1050;https://niko-opt.com/10742-large_default/svitshot-marta-kf-1802d.jpg,https://niko-opt.com/10743-large_default/svitshot-marta-kf-1802d.jpg
KF-1802D;Свитшот Marta KF-1802D;Свитшоты;Трехцветный женский свитшот с кулиской. Модель свитшота с укороченной длинной. В свитшоте скомбинированы три цвета: красный, золото и черный. Замеры в (42) размере: длина свитшота 51 см, длина рукава (от спущенного шва) 43 см, манжета 6 см, средняя вставка из экокожи шириной 8 см.;48;красный, золото, черный;трикотаж джерси, экокожа;1050;https://niko-opt.com/10742-large_default/svitshot-marta-kf-1802d.jpg,https://niko-opt.com/10743-large_default/svitshot-marta-kf-1802d.jpg
KF-1801A;Свитшот Rimini KF-1801A;Свитшоты;Оригинальный красный свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;42;красный;трикотаж джерси;1000;https://niko-opt.com/10391-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10392-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10393-large_default/svitshot-rimini-kf-1801a.jpg
KF-1801A;Свитшот Rimini KF-1801A;Свитшоты;Оригинальный красный свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;44;красный;трикотаж джерси;1000;https://niko-opt.com/10391-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10392-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10393-large_default/svitshot-rimini-kf-1801a.jpg
KF-1801A;Свитшот Rimini KF-1801A;Свитшоты;Оригинальный красный свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;46;красный;трикотаж джерси;1000;https://niko-opt.com/10391-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10392-large_default/svitshot-rimini-kf-1801a.jpg,https://niko-opt.com/10393-large_default/svitshot-rimini-kf-1801a.jpg
KF-1801B;Свитшот Rimini KF-1801B;Свитшоты;Оригинальный бежевый свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;42;бежевый;трикотаж джерси;1000;https://niko-opt.com/10394-large_default/svitshot-rimini-kf-1801b.jpg,https://niko-opt.com/10395-large_default/svitshot-rimini-kf-1801b.jpg
KF-1801B;Свитшот Rimini KF-1801B;Свитшоты;Оригинальный бежевый свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;44;бежевый;трикотаж джерси;1000;https://niko-opt.com/10394-large_default/svitshot-rimini-kf-1801b.jpg,https://niko-opt.com/10395-large_default/svitshot-rimini-kf-1801b.jpg
KF-1801B;Свитшот Rimini KF-1801B;Свитшоты;Оригинальный бежевый свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;46;бежевый;трикотаж джерси;1000;https://niko-opt.com/10394-large_default/svitshot-rimini-kf-1801b.jpg,https://niko-opt.com/10395-large_default/svitshot-rimini-kf-1801b.jpg
KF-1801C;Свитшот Rimini KF-1801C;Свитшоты;Оригинальный темно-серый свитшот на все случаи жизни. Спереди заложены три декоративные складки вдоль передней полочки, рукав реглан. Замеры в (42) размере: длина свитшота 61 см, длина рукава от горловины 69 см, ширина манжет 6 см.;42;тёмно-серый;трикотаж джерси;1000;https://niko-opt.com/10396-large_default/svitshot-rimini-kf-1801c.jpg,https://niko-opt.com/10397-large_default/svitshot-rimini-kf-1801c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;42;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;44;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;46;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;48;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;50;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;52;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;54;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100C;Свитшот реглан теплый SV-100C;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;56;кофейный;трехнитка, флис;1233;https://niko-opt.com/11733-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11734-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11735-large_default/svitshot-reglan-teplyj-sv-100c.jpg,https://niko-opt.com/11732-large_default/svitshot-reglan-teplyj-sv-100c.jpg
SV-100E;Свитшот реглан теплый SV-100E;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;50;кремовый;трехнитка, флис;1233;https://niko-opt.com/11740-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11741-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11742-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11743-large_default/svitshot-reglan-teplyj-sv-100e.jpg
SV-100E;Свитшот реглан теплый SV-100E;Свитшоты;Замеры в (42) размере: длина по спинке 60 см, полуобхват груди 46 см, длина рукава от горловины 66 см, ширина манжет 6 см.;52;кремовый;трехнитка, флис;1233;https://niko-opt.com/11740-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11741-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11742-large_default/svitshot-reglan-teplyj-sv-100e.jpg,https://niko-opt.com/11743-large_default/svitshot-reglan-teplyj-sv-100e.jpg
